Model,Dataset,Accuracy,Precision,Recall,F1-Score,ROC-AUC,Cohen's Kappa,MCC,Params,Inference Latency (ms),Training Time (s)
ResNet50V2_v2,processed,0.9693818601964183,0.9696178220237723,0.9693818601964183,0.9692818517623387,0.9943955795403661,0.9588614491381097,0.9590200857580068,24123780,81.04145024154724,5562.354923963547
