Model,Dataset,Accuracy,Precision,Recall,F1-Score,ROC-AUC,Cohen's Kappa,MCC,Params,Inference Latency (ms),Training Time (s)
GKLNN,processed,0.9381860196418256,0.9376710682411818,0.9381860196418256,0.9376865204058006,0.987233276559192,0.916982584975227,0.9171403807175014,32478276,13.14605046806137,0.0
